entry_id,headword,morph_type,pronunciation,variant_of,these_vars,note,sense,date,bibliography,other_sources
ahɨk_19582167-dacf-4d9e-8112341aec945698,ahɨk,stem,ahɨk,{},"{'ahyk1_19582167-dacf-4d9e-8112-341aec945697': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['edaa2fe3-4960-4bab-925d-b9cc58a4932a'],2018-03-08T07:17:52Z,SIL Dict 2011,{'Sil Dict 2011': 'ahyk'}
ʃʌʃ_19c9d3c1-cce8-426f-a5bbc966bae6d008,ʃʌʃ,stem,ʃʌʃ,{},"{'ʃʌʃ_19c9d3c1-cce8-426f-a5bb-c966bae6d007': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{'Note': 'Predicted phonemic form from source Barbosa.'},['a30e3b70-c810-4aca-937c-18b141f14842'],2018-06-20T05:09:54Z,Barbosa,{'Barbosa': 'ʃʌʃ'}
aɨ̃:_19e218c6-b4ae-40c8-b4d6d7227c76b973,aɨ̃:,stem,aɨ̃:,{},"{'aỹỹ_19e218c6-b4ae-40c8-b4d6-d7227c76b972': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['bed4129c-a622-42e6-81b2-2372039e7c4f'],2018-03-08T07:17:52Z,SIL Dict 2011,{'Sil Dict 2011': 'aỹỹ'}
mamec_1a267230-fb27-4cf5-b2e1ba438da4a71,mamec,stem,mamec,{},"{'mamets_1a267230-fb27-4cf5-b2e1-0ba438da4a70': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['227bbe98-e800-43d7-9785-c7cc771c892c'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'mamets'}
hana:_1a946fb6-ef62-41c3-a0401d0f8981caf4,hana:,stem,hana:,{},"{'hanaa_1a946fb6-ef62-41c3-a040-1d0f8981caf3': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['41d7a879-295b-4bd6-ba70-fe96b8648c69'],2018-03-23T17:23:51Z,SIL Dict 2011,{'Sil Dict 2011': 'hanaa'}
tũ:h_1b11b954-a8f9-47e3-8041e7ad344c4fb7,tũ:h,stem,tũ:h,{},"{'tũũh_1b11b954-a8f9-47e3-8041-e7ad344c4fb6': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['d69496ab-5a91-4287-91a7-69f70883fabb'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'tũũh'}
gekɨ:t_1b466a7a-b3c8-47da-8acd7e0bfbcdf965,gekɨ:t,stem,gekɨ:t,{},"{'gekyyt_1b466a7a-b3c8-47da-8acd-7e0bfbcdf964': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['c21a69eb-2fc8-4068-b4e8-4f1715bb29e3'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'gekyyt'}
hḭ̃:w_1b5889d9-62f6-4a22-b429fbaee69d90ce,hḭ̃:w,stem,hḭ̃:w,{},"{'hḭ̃ːw_1b5889d9-62f6-4a22-b429-fbaee69d90cd': {'type': '_component-lexeme', 'variant-type': ''}}",{'Note': 'Predicted phonemic form from source undef.'},['6c2fa845-b2f0-4fc9-bedb-58c69c91a817'],2018-06-20T05:09:53Z,,{'undef': 'hḭ̃ːw'}
du:h_1c1e2650-1809-4f40-a14833b3a9902630,du:h,stem,du:h,{},"{'duːh1_b4bc3933-afcd-45d9-9eea-c1dc19d0f3b5': {'type': '_component-lexeme', 'variant-type': 'Martins', 'summary': 'fundo'}, 'duːh2_8cad8cbe-211f-4aa3-bd6e-b9d4d6bcebb8': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'duuh_1c1e2650-1809-4f40-a148-33b3a990262f': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['034a0409-242f-4bb1-a927-c33794ddb359'],2018-03-08T07:17:53Z,SIL Dict 2011,"{'Martins': 'duːh', 'Sil Dict 2011': 'duuh'}"
paʃu:_1cbf64eb-ab01-4630-bed885c997349823,paʃu:,stem,paʃu:,{},"{'pasuu_1cbf64eb-ab01-4630-bed8-85c997349822': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['c3226410-55bc-4a39-b5d5-665bccb6854d'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'pasuu'}
kabə:_1cd66356-7a6f-4152-b323ad2a5c5aabaf,kabə:,stem,kabə:,{},"{'kabëë_1cd66356-7a6f-4152-b323-ad2a5c5aabae': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['36fbdbda-1ed2-467b-bd58-07e8fc91c667'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'kabëë'}
maʃã̰:h_1cea3332-ac1d-44f0-ad978d82420abd3d,maʃã̰:h,stem,maʃã̰:h,{},"{'masxãah_5ecd9230-e108-4922-aecb-9b7a921ae9b2': {'type': '_component-lexeme', 'variant-type': 'Weir'}, 'masʹããh_1cea3332-ac1d-44f0-ad97-8d82420abd3c': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['7d518733-f39a-48c8-aaca-fa05792a8534'],2018-03-08T07:17:53Z,SIL Dict 2011,"{'Weir': 'masxãah', 'Sil Dict 2011': 'masʹããh'}"
na̰:_1d906551-ab54-4157-8e621fd969e9a668,na̰:,stem,na̰:,{},"{'nxaag_4d2665d4-3bdc-4b89-a07a-8dd9f79e34b9': {'type': '_component-lexeme', 'variant-type': 'Weir'}, 'nʹaa_1d906551-ab54-4157-8e62-1fd969e9a667': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['65e77116-ae98-458d-adc0-4fe54f86f75c'],2018-03-08T07:17:53Z,SIL Dict 2011,"{'Weir': 'nxaag', 'Sil Dict 2011': 'nʹaa'}"
hata_1dfca26b-d7d7-434e-94d97437aa16e4a1,hata,stem,hata,{},"{'hata_1dfca26b-d7d7-434e-94d9-7437aa16e4a0': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['11fdfbfa-53aa-48c9-aafc-e5d7e21ee9b4'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'hata'}
dama:h_1e32b3cf-ef09-4674-ac8611cdeb57e935,dama:h,stem,dama:h,{},"{'damaːh_1e32b3cf-ef09-4674-ac86-11cdeb57e934': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{'Note': 'Predicted phonemic form from source Martins.'},['f2d07da7-9c0b-4bd0-831d-65b21f468c5e'],2018-06-20T05:09:53Z,Martins,{'Martins': 'damaːh'}
ɔŋ_1e88cb17-089d-4b4e-93a82201e9b7a163,ɔŋ,stem,ɔŋ,{},"{'óng2_b2f5d0a7-8aba-4c37-9bda-ac5494c75035': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'óng1_1e88cb17-089d-4b4e-93a8-2201e9b7a162': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['b332b324-ee35-454a-b08f-5fd45203d43e'],2018-03-22T20:36:54Z,SIL Dict 2011,{'Sil Dict 2011': 'óng'}
cɨ:_1edee5a9-55fe-42b8-b44ecde6c5f9d4dc,cɨ:,stem,cɨ:,{},"{'ɟɯːʔ1_1edee5a9-55fe-42b8-b44e-cde6c5f9d4db': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{'Note': 'Predicted phonemic form from source Martins.'},['90df5cd2-6fb0-422e-9809-9feb6df2f090'],2018-06-20T05:09:53Z,Martins,{'Martins': 'ɟɯːʔ'}
ena_1f0430bf-ab8c-4fb5-9a88f621fba7d9c7,ena,stem,ena,{},"{'ena_1f0430bf-ab8c-4fb5-9a88-f621fba7d9c6': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['a77ea7bf-f7f2-4dc0-8588-ce5cafa93507'],2018-03-28T21:04:53Z,SIL Dict 2011,{'Sil Dict 2011': 'ena'}
ra(wa)wog_1f448f5a-6657-4a27-a262c3174e5c3723,ra(wa)wog,stem,ra(wa)wog,{},"{'ra(wa)wog_1f448f5a-6657-4a27-a262-c3174e5c3722': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{'Note': 'Predicted phonemic form from source Barbosa.'},['2b775815-ec9a-42e8-9363-9942211f79b4'],2018-06-20T05:09:54Z,Barbosa,{'Barbosa': 'ra(wa)wog'}
ʃabu:_1f9956bb-f8c8-4d6b-97f82ccc35787d61,ʃabu:,stem,ʃabu:,{},"{'ʃabuːʔ_1f9956bb-f8c8-4d6b-97f8-2ccc35787d60': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{'Note': 'Predicted phonemic form from source Barbosa.'},['d952b179-0464-4d63-a82b-0f5454c00d36'],2018-06-20T05:09:54Z,Barbosa,{'Barbosa': 'ʃabuːʔ'}
enʌh_202b8b72-addc-461d-bc6f61c26dcf54fc,enʌh,stem,enʌh,{},"{'enäh_202b8b72-addc-461d-bc6f-61c26dcf54fb': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['95d309a8-a9c1-4233-9460-e9a32e63560f'],2018-03-08T07:17:52Z,SIL Dict 2011,{'Sil Dict 2011': 'enäh'}
nɨŋ_21c3900f-78bd-45ac-9f5a609460206104,nɨŋ,stem,nɨŋ,{},"{'nɨng1_843e00b2-7a3a-4cfd-bf66-e56a125e44d3': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': '1990; exist'}, 'nɨng2_330d0834-a31f-4580-8c8c-cbd71bf686ab': {'type': '_component-lexeme', 'variant-type': 'Weir'}, 'nyng_21c3900f-78bd-45ac-9f5a-609460206103': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['9bbd029f-a261-402b-95d1-b62467c5f90d'],2018-03-08T07:17:53Z,SIL Dict 2011,"{'Weir': 'nɨng', 'Sil Dict 2011': 'nyng'}"
tũ:_22152a27-e164-405e-b4b5f3b9d7f6331e,tũ:,stem,tũ:,{},"{'tũːʔ_22152a27-e164-405e-b4b5-f3b9d7f6331d': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{'Note': 'Predicted phonemic form from source Martins.'},['35a53b96-a2d0-4e99-b500-b16d8f174a1b'],2018-06-20T05:09:53Z,Martins,{'Martins': 'tũːʔ'}
ahəm_2233b178-4a4e-4474-b254faec3afad8b3,ahəm,stem,ahəm,{},"{'ahëm_2233b178-4a4e-4474-b254-faec3afad8b2': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['a4aea16f-64e1-4bdc-8411-ad2ed5a6900c'],2018-03-26T15:16:18Z,SIL Dict 2011,{'Sil Dict 2011': 'ahëm'}
wagɨ̰:_229d329d-4a9b-4de3-a37adf48df52884b,wagɨ̰:,stem,wagɨ̰:,{},"{'wagʹyy_229d329d-4a9b-4de3-a37a-df48df52884a': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['ba0f6a91-81d7-49e3-be04-7eeb0297efb0'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'wagʹyy'}
erɛt_2370f1d5-42bf-477a-bec0cc27bf202069,erɛt,stem,erɛt,{},"{'erét_2370f1d5-42bf-477a-bec0-cc27bf202068': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['44dd6e4d-adc5-406d-9014-f21b3fff5bbd'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'erét'}
canana:_248cffb7-d6e2-42f6-b09ceee72262937c,canana:,stem,canana:,{},"{'tsananaa_248cffb7-d6e2-42f6-b09c-eee72262937b': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['b71f8e84-f4a4-49b2-8f8b-e4e22f4e5fc6'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'tsananaa'}
ʃã̰:n_256f7d52-7743-4413-9b3bc73ca66b9c96,ʃã̰:n,stem,ʃã̰:n,{},"{'sʹããn_256f7d52-7743-4413-9b3b-c73ca66b9c95': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['3fa066c6-2cc5-4ef0-821a-7b7cebd84252'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'sʹããn'}
ju_268efbd6-8e22-4f0a-b085761f16553758,ju,stem,ju,{},"{'juʔ1_7bb13b61-6e0f-4bd3-9889-18139d7bb2ac': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'ju_5dae869a-3b1b-46a6-8326-74a340630984': {'type': '_component-lexeme', 'variant-type': 'Cartilhas'}, 'juʔ2_268efbd6-8e22-4f0a-b085-761f16553757': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{'Note': 'Predicted phonemic form from source Martins.'},['f4a48a32-b937-40f5-bc30-b63c9b147668'],2018-06-20T05:09:53Z,Martins,"{'Martins': 'juʔ', 'Cartilhas': 'ju'}"
hʌ̃h_26b4ccbe-7572-4487-af0f51b8571c4cb,hʌ̃h,stem,hʌ̃h,{},"{'hʌ̃h_26b4ccbe-7572-4487-af0f-051b8571c4ca': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{'Note': 'Predicted phonemic form from source Martins.'},['2cf0af13-a581-44af-8efa-53491821bdcb'],2018-06-20T05:09:53Z,Martins,{'Martins': 'hʌ̃h'}
jamad_275da60d-aa15-4ba5-9b8a77e7ba77e472,jamad,stem,jamad,{},"{'jamad_275da60d-aa15-4ba5-9b8a-77e7ba77e471': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['73d6af73-d8d9-4e0f-a1a3-57898a23cf41'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'jamad'}
tatãw̃na̰:_27a3eb30-ad06-4e83-81b6fefac1944661,tatãw̃na̰:,stem,tatãw̃na̰:,{},"{'tatãw̃na̰ːʔ_27a3eb30-ad06-4e83-81b6-fefac1944660': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{'Note': 'Predicted phonemic form from source Barbosa.'},['476c7bd5-b1bc-48c0-9d80-a0878f5be183'],2018-06-20T05:09:54Z,Barbosa,{'Barbosa': 'tatãw̃na̰ːʔ'}
awɨ̰:t_28c22592-67e2-46c3-98ea6d35223f641a,awɨ̰:t,stem,awɨ̰:t,{},"{'awʹyyt_28c22592-67e2-46c3-98ea-6d35223f6419': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['0f54e79a-55e6-42a4-8d23-a909fd2bb52f'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'awʹyyt'}
pɛɲ_293c09f6-ed2a-4868-9b87ece2b457b61f,pɛɲ,stem,pɛɲ,{},"{'pɛɲ_293c09f6-ed2a-4868-9b87-ece2b457b61e': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{'Note': 'Predicted phonemic form from source Martins.'},['67c332e6-9e7c-4da6-a3cd-36feba618322'],2018-06-20T05:09:53Z,Martins,{'Martins': 'pɛɲ'}
aka:j_2af0d80b-1982-400d-ae668c93fcf6803a,aka:j,stem,aka:j,{},"{'ʔakaːj_2af0d80b-1982-400d-ae66-8c93fcf68039': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{'Note': 'Predicted phonemic form from source Barbosa.'},['8ae5181b-cda7-4e3c-baa8-8ae86830291c'],2018-06-20T05:09:54Z,Barbosa,{'Barbosa': 'ʔakaːj'}
nag_2beee218-2c56-4926-8789ec8a1e7f34dd,nag,stem,nag,{},"{'nag_2beee218-2c56-4926-8789-ec8a1e7f34dc': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{'Note': 'Predicted phonemic form from source Weir.'},['bc02741a-4853-4647-b4a2-14fc32e4e4ee'],2018-06-20T05:09:54Z,Weir 1994,{'Weir': 'nag'}
jə:_2c080526-9fce-432c-a1b147f3bcf43968,jə:,stem,jə:,{},"{'jʉʉ_2c080526-9fce-432c-a1b1-47f3bcf43967': {'type': '_component-lexeme', 'variant-type': 'Weir 1990'}}",{'Note': 'Predicted phonemic form from source Weir.'},['bfe4c95c-f8a5-4db7-a93a-f1a616a2a773'],2018-06-20T05:09:54Z,Weir 1990,{'Weir': 'jʉʉ'}
manṵ̃c_2c48a8a4-7fdd-4fe9-96f7ace262c92281,manṵ̃c,stem,manṵ̃c,{},"{'manṵ̃ɟ_2c48a8a4-7fdd-4fe9-96f7-ace262c92280': {'type': '_component-lexeme', 'variant-type': ''}}",{'Note': 'Predicted phonemic form from source undef.'},['a0b82877-975d-47fe-b149-049903abf80d'],2018-06-20T05:09:53Z,,{'undef': 'manṵ̃ɟ'}
da:p_2c5b7407-1bb9-4ee2-b7438ad9b0f2f317,da:p,stem,da:p,{},"{'daap_2c5b7407-1bb9-4ee2-b743-8ad9b0f2f316': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{'Note': 'Predicted phonemic form from source Weir.'},['c073101f-a142-417f-b40a-81133c260729'],2018-06-20T05:09:54Z,Weir 1994,{'Weir': 'daap'}
tɛʃ_2d3bbcbd-7d0b-4b91-a31b949a65801bb5,tɛʃ,stem,tɛʃ,{},"{'tés_2d3bbcbd-7d0b-4b91-a31b-949a65801bb4': {'type': '_component-lexeme', 'variant-type': 'Weir 1990'}}",{'Note': 'Predicted phonemic form from source Weir.'},['95862617-887e-477c-98ca-9b7502d2a00b'],2018-06-20T05:09:54Z,Weir 1990,{'Weir': 'tés'}
ʃʌg_2d575f27-16ba-4d8b-b93bc3707a2b03f9,ʃʌg,stem,ʃʌg,{},"{'säg2_2d575f27-16ba-4d8b-b93b-c3707a2b03f8': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['5f507fde-bd33-4af5-8aa5-e18ecae79515'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'säg'}
gewõ:m_2e184b1f-4cc5-4e46-ae1ef9ec715f3723,gewõ:m,stem,gewõ:m,{},"{'gewõõm_2e184b1f-4cc5-4e46-ae1e-f9ec715f3722': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['4ef3d7a0-0610-4c6b-86f6-f2faf6d604f2'],2018-03-27T02:36:43Z,SIL Dict 2011,{'Sil Dict 2011': 'gewõõm'}
karawa_2e6ece77-44ea-4255-a367ed7da5ab591c,karawa,stem,karawa,{},"{'karawa_2e6ece77-44ea-4255-a367-ed7da5ab591b': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['765108c2-d152-430e-90b3-e93481493cb4'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'karawa'}
ʃaʃ_2e94cda9-c5b9-4f52-9502e8a4b4e49a0d,ʃaʃ,stem,ʃaʃ,{},"{'ʃaʃ_2e94cda9-c5b9-4f52-9502-e8a4b4e49a0c': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{'Note': 'Predicted phonemic form from source Barbosa.'},['e241dfab-fdcc-4326-8b88-69c726ec776b'],2018-06-20T05:09:54Z,Barbosa,{'Barbosa': 'ʃaʃ'}
hɨ̰: kajo:h_305bdebc-1de9-499b-9aedbb68341fa1ac,hɨ̰: kajo:h,phrase,hɨ̰: kajo:h,{},"{'hʹyy kajooh_305bdebc-1de9-499b-9aed-bb68341fa1ab': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['01b184a8-ee9b-4f84-85b6-ae1dcafd9c1f'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'hʹyy kajooh'}
pa_308fbbfc-68b7-49a4-80eee6c9ed0d5045,pa,stem,pa,{},"{'pa1_308fbbfc-68b7-49a4-80ee-e6c9ed0d5044': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['893e8de4-9a30-4b6f-ac35-447491dd3cf8'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'pa'}
ɨɲ_314efd94-d358-473e-b24ce05b4d9e7dd9,ɨɲ,stem,ɨɲ,{},"{'ɨnh_314efd94-d358-473e-b24c-e05b4d9e7dd8': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{'Note': 'Predicted phonemic form from source Weir.'},['b0d1e1b0-370b-46d9-9d8f-47e49e80aa7d'],2018-06-20T05:09:54Z,Weir 1994,{'Weir': 'ɨnh'}
jɔ_319f5a88-6001-437b-9f8edadc0a51d8b,jɔ,stem,jɔ,{},"{'yó_0c9dbc1c-c5c5-4656-9947-12f740b52735': {'type': '_component-lexeme', 'variant-type': 'Weir', 'summary': 'on.top.of'}, 'jɔʔ_ccb2b652-242e-40c6-a623-0abd516d2ee9': {'type': '_component-lexeme', 'variant-type': 'Martins'}, 'jó_319f5a88-6001-437b-9f8e-0dadc0a51d8a': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},"['daf97cf6-d8a0-4504-93d9-e9e5ba4c5843', 'b2381743-f8f7-4b32-b7c1-f8203f6f3261']",2018-03-08T07:17:53Z,SIL Dict 2011,"{'Weir': 'yó', 'Martins': 'jɔʔ', 'Sil Dict 2011': 'jó'}"
ʃuʃ_3202a661-7935-4b2c-8a56eee0585ad266,ʃuʃ,stem,ʃuʃ,{},"{'sus_3202a661-7935-4b2c-8a56-eee0585ad265': {'type': '_component-lexeme', 'variant-type': 'Weir 1994'}}",{'Note': 'Predicted phonemic form from source Weir.'},['3a2bf46f-772c-4af4-8cf4-9c12bf26ef00'],2018-06-20T05:09:54Z,Weir 1994,{'Weir': 'sus'}
rahanad_321ddb05-fdb5-451a-a1a3c1290b2f484b,rahanad,stem,rahanad,{},"{'rahanad_321ddb05-fdb5-451a-a1a3-c1290b2f484a': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['1fac5b2e-aea1-4a02-9450-9d9f9c569943'],2018-03-08T07:17:52Z,SIL Dict 2011,{'Sil Dict 2011': 'rahanad'}
tʌ̰:h_32b5d850-3ef4-4d75-b82bf2d5c08972a,tʌ̰:h,stem,tʌ̰:h,{},"{'tʌ̰ːh_32b5d850-3ef4-4d75-b82b-0f2d5c089729': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{'Note': 'Predicted phonemic form from source Martins.'},['1bb8c657-ebc7-4baf-a2af-7a84d04bf789'],2018-06-20T05:09:53Z,Martins,{'Martins': 'tʌ̰ːh'}
dapa:_3333ac40-bc29-4707-9d93273c2ce18e41,dapa:,stem,dapa:,{},"{'dapaːʔ_3333ac40-bc29-4707-9d93-273c2ce18e40': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{'Note': 'Predicted phonemic form from source Barbosa.'},['e8d5b466-564e-48b0-8fb0-8f1694a5bac2'],2018-06-20T05:09:54Z,Barbosa,{'Barbosa': 'dapaːʔ'}
go:_335d28a8-83a8-4e3e-9f342756b1b9ea7b,go:,stem,go:,{},"{'goːʔ_335d28a8-83a8-4e3e-9f34-2756b1b9ea7a': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{'Note': 'Predicted phonemic form from source Martins.'},['bea45299-150a-4803-a691-dec03ee04a56'],2018-06-20T05:09:53Z,Martins,{'Martins': 'goːʔ'}
ʃi:_33c93f86-60af-4c20-81f8b9e6c82adc19,ʃi:,stem,ʃi:,{},"{'ʃiːʔ_9aa368a0-1f4c-484d-836b-4c974b506fd5': {'type': '_component-lexeme', 'variant-type': 'Martins', 'summary': 'com'}, 'sii_33c93f86-60af-4c20-81f8-b9e6c82adc18': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['a94a5328-8617-4879-a786-42ceb1a0493b'],2018-03-08T07:17:53Z,SIL Dict 2011,"{'Martins': 'ʃiːʔ', 'Sil Dict 2011': 'sii'}"
wʌ:ɲ_345e0be9-fd6c-4456-b6f4f3418d520ceb,wʌ:ɲ,stem,wʌ:ɲ,{},"{'wʌːɲ_345e0be9-fd6c-4456-b6f4-f3418d520cea': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{'Note': 'Predicted phonemic form from source Martins.'},['15a7f818-801a-4e3d-8a36-d10a4c1ced69'],2018-06-20T05:09:53Z,Martins,{'Martins': 'wʌːɲ'}
maɨb_349e4dd8-a1ef-4b14-992897ae00ed26e6,maɨb,stem,maɨb,{},"{'mayb1_349e4dd8-a1ef-4b14-9928-97ae00ed26e5': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['7e16fe29-401f-4e39-85c3-e1d2131c90f1'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'mayb'}
hã̰:k_349f393a-4584-4d98-8af48b0677f466c0,hã̰:k,stem,hã̰:k,{},"{'hxãak_349f393a-4584-4d98-8af4-8b0677f466bf': {'type': '_component-lexeme', 'variant-type': 'Weir 1986'}}",{'Note': 'Predicted phonemic form from source Weir.'},['7b63a098-c903-4a56-8c78-37a2026696a5'],2018-06-20T05:09:54Z,Weir 1986,{'Weir': 'hxãak'}
cebɛ_35ae34bc-cad7-4025-a65c496e623e57d0,cebɛ,stem,cebɛ,{},"{'tsebé_35ae34bc-cad7-4025-a65c-496e623e57cf': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{'Note': 'Predicted phonemic form from source Sil Dict 2011.'},['80399299-65ed-4736-a370-954faf01dad7'],2018-03-08T07:17:53Z,SIL Dict 2011,{'Sil Dict 2011': 'tsebé'}
mu:ɲ_35d0254a-73e3-4fbc-8f5995f2104a384,mu:ɲ,stem,mu:ɲ,{},"{'muːɲ_35d0254a-73e3-4fbc-8f59-095f2104a383': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{'Note': 'Predicted phonemic form from source Barbosa.'},['131ef9f8-6924-4dcd-aca2-95649bc19992'],2018-06-20T05:09:54Z,Barbosa,{'Barbosa': 'muːɲ'}
